2025-04-03 18:52:02,827 - INFO - Script started
2025-04-03 18:52:02,829 - INFO - Starting the main function
2025-04-03 18:52:03,607 - INFO - Launching the browser
2025-04-03 18:52:04,872 - INFO - Browser launched and new page created
2025-04-03 18:52:04,884 - INFO - Output directory created at D:\code\cj_carter_all\demographics_data
2025-04-03 18:52:04,884 - INFO - CSV file path set to D:\code\cj_carter_all\demographics_data\data.csv
2025-04-03 18:52:04,911 - INFO - Loaded 1904 counties from file
2025-04-03 18:52:04,974 - INFO - Loaded 572 already processed counties
2025-04-03 18:52:05,067 - INFO - Skipping already processed county: Big Stone County, Minnesota
2025-04-03 18:52:05,067 - INFO - Skipping already processed county: Billings County, North Dakota
2025-04-03 18:52:05,068 - INFO - Skipping already processed county: Bingham County, Idaho
2025-04-03 18:52:05,070 - INFO - Skipping already processed county: Blackford County, Indiana
2025-04-03 18:52:05,071 - INFO - Skipping already processed county: Bladen County, North Carolina
2025-04-03 18:52:05,073 - INFO - Skipping already processed county: Blaine County, Idaho
2025-04-03 18:52:05,076 - INFO - Skipping already processed county: Blair County, Pennsylvania
2025-04-03 18:52:05,077 - INFO - Skipping already processed county: Blanco County, Texas
2025-04-03 18:52:05,078 - INFO - Skipping already processed county: Bland County, Virginia
2025-04-03 18:52:05,078 - INFO - Skipping already processed county: Bleckley County, Georgia
2025-04-03 18:52:05,079 - INFO - Skipping already processed county: Bledsoe County, Tennessee
2025-04-03 18:52:05,079 - INFO - Skipping already processed county: Blount County, Tennessee
2025-04-03 18:52:05,080 - INFO - Skipping already processed county: Blue Earth County, Minnesota
2025-04-03 18:52:05,080 - INFO - Skipping already processed county: Boise County, Idaho
2025-04-03 18:52:05,081 - INFO - Skipping already processed county: Bonner County, Idaho
2025-04-03 18:52:05,081 - INFO - Skipping already processed county: Bonneville County, Idaho
2025-04-03 18:52:05,082 - INFO - Skipping already processed county: Boone County, Arkansas
2025-04-03 18:52:05,082 - INFO - Skipping already processed county: Boone County, Indiana
2025-04-03 18:52:05,083 - INFO - Skipping already processed county: Boone County, West Virginia
2025-04-03 18:52:05,083 - INFO - Skipping already processed county: Borden County, Texas
2025-04-03 18:52:05,084 - INFO - Skipping already processed county: Bosque County, Texas
2025-04-03 18:52:05,085 - INFO - Skipping already processed county: Botetourt County, Virginia
2025-04-03 18:52:05,085 - INFO - Skipping already processed county: Bottineau County, North Dakota
2025-04-03 18:52:05,086 - INFO - Skipping already processed county: Boundary County, Idaho
2025-04-03 18:52:05,087 - INFO - Skipping already processed county: Bourbon County, Kansas
2025-04-03 18:52:05,088 - INFO - Skipping already processed county: Bowie County, Texas
2025-04-03 18:52:05,089 - INFO - Skipping already processed county: Bowman County, North Dakota
2025-04-03 18:52:05,092 - INFO - Skipping already processed county: Box Elder County, Utah
2025-04-03 18:52:05,093 - INFO - Skipping already processed county: Bradford County, Pennsylvania
2025-04-03 18:52:05,094 - INFO - Skipping already processed county: Bradley County, Arkansas
2025-04-03 18:52:05,095 - INFO - Skipping already processed county: Bradley County, Tennessee
2025-04-03 18:52:05,095 - INFO - Skipping already processed county: Branch County, Michigan
2025-04-03 18:52:05,096 - INFO - Skipping already processed county: Brantley County, Georgia
2025-04-03 18:52:05,097 - INFO - Skipping already processed county: Braxton County, West Virginia
2025-04-03 18:52:05,098 - INFO - Skipping already processed county: Brazoria County, Texas
2025-04-03 18:52:05,098 - INFO - Skipping already processed county: Brazos County, Texas
2025-04-03 18:52:05,099 - INFO - Skipping already processed county: Brewster County, Texas
2025-04-03 18:52:05,101 - INFO - Skipping already processed county: Briscoe County, Texas
2025-04-03 18:52:05,102 - INFO - Skipping already processed county: Bristol Bay Borough, Alaska
2025-04-03 18:52:05,103 - INFO - Skipping already processed county: Bristol County, Massachusetts
2025-04-03 18:52:05,103 - INFO - Skipping already processed county: Bristol County, Rhode Island
2025-04-03 18:52:05,104 - INFO - Skipping already processed county: Bronx County, New York
2025-04-03 18:52:05,104 - INFO - Skipping already processed county: Brooke County, West Virginia
2025-04-03 18:52:05,105 - INFO - Skipping already processed county: Brooks County, Georgia
2025-04-03 18:52:05,106 - INFO - Skipping already processed county: Brooks County, Texas
2025-04-03 18:52:05,107 - INFO - Skipping already processed county: Broome County, New York
2025-04-03 18:52:05,109 - INFO - Skipping already processed county: Brown County, Indiana
2025-04-03 18:52:05,110 - INFO - Skipping already processed county: Brown County, Kansas
2025-04-03 18:52:05,111 - INFO - Skipping already processed county: Brown County, Minnesota
2025-04-03 18:52:05,112 - INFO - Skipping already processed county: Brown County, Ohio
2025-04-03 18:52:05,112 - INFO - Skipping already processed county: Brown County, Texas
2025-04-03 18:52:05,113 - INFO - Skipping already processed county: Brown County, Wisconsin
2025-04-03 18:52:05,113 - INFO - Skipping already processed county: Brunswick County, North Carolina
2025-04-03 18:52:05,114 - INFO - Skipping already processed county: Brunswick County, Virginia
2025-04-03 18:52:05,115 - INFO - Skipping already processed county: Bryan County, Georgia
2025-04-03 18:52:05,115 - INFO - Skipping already processed county: Buchanan County, Virginia
2025-04-03 18:52:05,117 - INFO - Skipping already processed county: Buckingham County, Virginia
2025-04-03 18:52:05,117 - INFO - Skipping already processed county: Bucks County, Pennsylvania
2025-04-03 18:52:05,118 - INFO - Skipping already processed county: Buffalo County, Wisconsin
2025-04-03 18:52:05,119 - INFO - Skipping already processed county: Bulloch County, Georgia
2025-04-03 18:52:05,119 - INFO - Skipping already processed county: Buncombe County, North Carolina
2025-04-03 18:52:05,120 - INFO - Skipping already processed county: Burke County, Georgia
2025-04-03 18:52:05,120 - INFO - Skipping already processed county: Burke County, North Carolina
2025-04-03 18:52:05,121 - INFO - Skipping already processed county: Burke County, North Dakota
2025-04-03 18:52:05,121 - INFO - Skipping already processed county: Burleigh County, North Dakota
2025-04-03 18:52:05,122 - INFO - Skipping already processed county: Burleson County, Texas
2025-04-03 18:52:05,122 - INFO - Skipping already processed county: Burnet County, Texas
2025-04-03 18:52:05,125 - INFO - Skipping already processed county: Burnett County, Wisconsin
2025-04-03 18:52:05,126 - INFO - Skipping already processed county: Butler County, Kansas
2025-04-03 18:52:05,127 - INFO - Skipping already processed county: Butler County, Ohio
2025-04-03 18:52:05,128 - INFO - Skipping already processed county: Butler County, Pennsylvania
2025-04-03 18:52:05,128 - INFO - Skipping already processed county: Butte County, California
2025-04-03 18:52:05,128 - INFO - Skipping already processed county: Butte County, Idaho
2025-04-03 18:52:05,129 - INFO - Skipping already processed county: Butts County, Georgia
2025-04-03 18:52:05,129 - INFO - Skipping already processed county: Cabarrus County, North Carolina
2025-04-03 18:52:05,130 - INFO - Skipping already processed county: Cabell County, West Virginia
2025-04-03 18:52:05,130 - INFO - Skipping already processed county: Cache County, Utah
2025-04-03 18:52:05,131 - INFO - Skipping already processed county: Calaveras County, California
2025-04-03 18:52:05,131 - INFO - Skipping already processed county: Caldwell County, North Carolina
2025-04-03 18:52:05,132 - INFO - Skipping already processed county: Caldwell County, Texas
2025-04-03 18:52:05,133 - INFO - Skipping already processed county: Calhoun County, Arkansas
2025-04-03 18:52:05,133 - INFO - Skipping already processed county: Calhoun County, Georgia
2025-04-03 18:52:05,134 - INFO - Skipping already processed county: Calhoun County, Michigan
2025-04-03 18:52:05,135 - INFO - Skipping already processed county: Calhoun County, Texas
2025-04-03 18:52:05,135 - INFO - Skipping already processed county: Calhoun County, West Virginia
2025-04-03 18:52:05,136 - INFO - Skipping already processed county: Callahan County, Texas
2025-04-03 18:52:05,137 - INFO - Skipping already processed county: Calumet County, Wisconsin
2025-04-03 18:52:05,137 - INFO - Skipping already processed county: Camas County, Idaho
2025-04-03 18:52:05,138 - INFO - Skipping already processed county: Cambria County, Pennsylvania
2025-04-03 18:52:05,138 - INFO - Skipping already processed county: Camden County, Georgia
2025-04-03 18:52:05,139 - INFO - Skipping already processed county: Camden County, North Carolina
2025-04-03 18:52:05,143 - INFO - Skipping already processed county: Cameron County, Pennsylvania
2025-04-03 18:52:05,145 - INFO - Skipping already processed county: Cameron County, Texas
2025-04-03 18:52:05,148 - INFO - Skipping already processed county: Camp County, Texas
2025-04-03 18:52:05,149 - INFO - Skipping already processed county: Campbell County, Tennessee
2025-04-03 18:52:05,150 - INFO - Skipping already processed county: Campbell County, Virginia
2025-04-03 18:52:05,150 - INFO - Skipping already processed county: Candler County, Georgia
2025-04-03 18:52:05,151 - INFO - Skipping already processed county: Cannon County, Tennessee
2025-04-03 18:52:05,151 - INFO - Skipping already processed county: Canyon County, Idaho
2025-04-03 18:52:05,152 - INFO - Skipping already processed county: Carbon County, Pennsylvania
2025-04-03 18:52:05,152 - INFO - Skipping already processed county: Carbon County, Utah
2025-04-03 18:52:05,153 - INFO - Skipping already processed county: Caribou County, Idaho
2025-04-03 18:52:05,153 - INFO - Skipping already processed county: Carlton County, Minnesota
2025-04-03 18:52:05,153 - INFO - Skipping already processed county: Caroline County, Virginia
2025-04-03 18:52:05,154 - INFO - Skipping already processed county: Carroll County, Arkansas
2025-04-03 18:52:05,154 - INFO - Skipping already processed county: Carroll County, Georgia
2025-04-03 18:52:05,155 - INFO - Skipping already processed county: Carroll County, Indiana
2025-04-03 18:52:05,156 - INFO - Skipping already processed county: Carroll County, New Hampshire
2025-04-03 18:52:05,157 - INFO - Skipping already processed county: Carroll County, Ohio
2025-04-03 18:52:05,157 - INFO - Skipping already processed county: Carroll County, Tennessee
2025-04-03 18:52:05,158 - INFO - Skipping already processed county: Carroll County, Virginia
2025-04-03 18:52:05,158 - INFO - Skipping already processed county: Carson County, Texas
2025-04-03 18:52:05,159 - INFO - Skipping already processed county: Carter County, Tennessee
2025-04-03 18:52:05,159 - INFO - Skipping already processed county: Carteret County, North Carolina
2025-04-03 18:52:05,160 - INFO - Skipping already processed county: Carver County, Minnesota
2025-04-03 18:52:05,163 - INFO - Skipping already processed county: Cass County, Indiana
2025-04-03 18:52:05,168 - INFO - Skipping already processed county: Cass County, Michigan
2025-04-03 18:52:05,169 - INFO - Skipping already processed county: Cass County, Minnesota
2025-04-03 18:52:05,178 - INFO - Skipping already processed county: Cass County, North Dakota
2025-04-03 18:52:05,183 - INFO - Skipping already processed county: Cass County, Texas
2025-04-03 18:52:05,184 - INFO - Skipping already processed county: Cassia County, Idaho
2025-04-03 18:52:05,185 - INFO - Skipping already processed county: Castro County, Texas
2025-04-03 18:52:05,186 - INFO - Skipping already processed county: Caswell County, North Carolina
2025-04-03 18:52:05,188 - INFO - Skipping already processed county: Catawba County, North Carolina
2025-04-03 18:52:05,195 - INFO - Skipping already processed county: Catoosa County, Georgia
2025-04-03 18:52:05,202 - INFO - Skipping already processed county: Catron County, New Mexico
2025-04-03 18:52:05,204 - INFO - Skipping already processed county: Cattaraugus County, New York
2025-04-03 18:52:05,207 - INFO - Skipping already processed county: Cavalier County, North Dakota
2025-04-03 18:52:05,209 - INFO - Skipping already processed county: Cayuga County, New York
2025-04-03 18:52:05,218 - INFO - Skipping already processed county: Centre County, Pennsylvania
2025-04-03 18:52:05,219 - INFO - Skipping already processed county: Chambers County, Texas
2025-04-03 18:52:05,219 - INFO - Skipping already processed county: Champaign County, Ohio
2025-04-03 18:52:05,220 - INFO - Skipping already processed county: Charles City County, Virginia
2025-04-03 18:52:05,220 - INFO - Skipping already processed county: Charlevoix County, Michigan
2025-04-03 18:52:05,221 - INFO - Skipping already processed county: Charlotte County, Virginia
2025-04-03 18:52:05,222 - INFO - Skipping already processed county: Charlton County, Georgia
2025-04-03 18:52:05,223 - INFO - Skipping already processed county: Chase County, Kansas
2025-04-03 18:52:05,224 - INFO - Skipping already processed county: Chatham County, Georgia
2025-04-03 18:52:05,225 - INFO - Skipping already processed county: Chatham County, North Carolina
2025-04-03 18:52:05,226 - INFO - Skipping already processed county: Chattahoochee County, Georgia
2025-04-03 18:52:05,227 - INFO - Skipping already processed county: Chattooga County, Georgia
2025-04-03 18:52:05,228 - INFO - Skipping already processed county: Chautauqua County, Kansas
2025-04-03 18:52:05,228 - INFO - Skipping already processed county: Chautauqua County, New York
2025-04-03 18:52:05,229 - INFO - Skipping already processed county: Chaves County, New Mexico
2025-04-03 18:52:05,230 - INFO - Skipping already processed county: Cheatham County, Tennessee
2025-04-03 18:52:05,231 - INFO - Skipping already processed county: Cheboygan County, Michigan
2025-04-03 18:52:05,232 - INFO - Skipping already processed county: Chelan County, Washington
2025-04-03 18:52:05,233 - INFO - Skipping already processed county: Chemung County, New York
2025-04-03 18:52:05,233 - INFO - Skipping already processed county: Chenango County, New York
2025-04-03 18:52:05,234 - INFO - Skipping already processed county: Cherokee County, Georgia
2025-04-03 18:52:05,235 - INFO - Skipping already processed county: Cherokee County, Kansas
2025-04-03 18:52:05,235 - INFO - Skipping already processed county: Cherokee County, North Carolina
2025-04-03 18:52:05,236 - INFO - Skipping already processed county: Cherokee County, Texas
2025-04-03 18:52:05,237 - INFO - Skipping already processed county: Cheshire County, New Hampshire
2025-04-03 18:52:05,237 - INFO - Skipping already processed county: Chester County, Pennsylvania
2025-04-03 18:52:05,238 - INFO - Skipping already processed county: Chester County, Tennessee
2025-04-03 18:52:05,239 - INFO - Skipping already processed county: Chesterfield County, Virginia
2025-04-03 18:52:05,239 - INFO - Skipping already processed county: Cheyenne County, Kansas
2025-04-03 18:52:05,240 - INFO - Skipping already processed county: Chicot County, Arkansas
2025-04-03 18:52:05,241 - INFO - Skipping already processed county: Childress County, Texas
2025-04-03 18:52:05,242 - INFO - Skipping already processed county: Chippewa County, Michigan
2025-04-03 18:52:05,243 - INFO - Skipping already processed county: Chippewa County, Minnesota
2025-04-03 18:52:05,244 - INFO - Skipping already processed county: Chippewa County, Wisconsin
2025-04-03 18:52:05,245 - INFO - Skipping already processed county: Chisago County, Minnesota
2025-04-03 18:52:05,245 - INFO - Skipping already processed county: Chowan County, North Carolina
2025-04-03 18:52:05,246 - INFO - Skipping already processed county: Chugach Census Area, Alaska
2025-04-03 18:52:05,247 - INFO - Skipping already processed county: Churchill County, Nevada
2025-04-03 18:52:05,247 - INFO - Skipping already processed county: Cibola County, New Mexico
2025-04-03 18:52:05,248 - INFO - Skipping already processed county: Clackamas County, Oregon
2025-04-03 18:52:05,249 - INFO - Skipping already processed county: Claiborne County, Tennessee
2025-04-03 18:52:05,249 - INFO - Skipping already processed county: Clallam County, Washington
2025-04-03 18:52:05,250 - INFO - Skipping already processed county: Clare County, Michigan
2025-04-03 18:52:05,251 - INFO - Skipping already processed county: Clarion County, Pennsylvania
2025-04-03 18:52:05,251 - INFO - Skipping already processed county: Clark County, Arkansas
2025-04-03 18:52:05,252 - INFO - Skipping already processed county: Clark County, Idaho
2025-04-03 18:52:05,252 - INFO - Skipping already processed county: Clark County, Indiana
2025-04-03 18:52:05,253 - INFO - Skipping already processed county: Clark County, Kansas
2025-04-03 18:52:05,253 - INFO - Skipping already processed county: Clark County, Nevada
2025-04-03 18:52:05,254 - INFO - Skipping already processed county: Clark County, Ohio
2025-04-03 18:52:05,255 - INFO - Skipping already processed county: Clark County, Washington
2025-04-03 18:52:05,256 - INFO - Skipping already processed county: Clark County, Wisconsin
2025-04-03 18:52:05,256 - INFO - Skipping already processed county: Clarke County, Georgia
2025-04-03 18:52:05,257 - INFO - Skipping already processed county: Clarke County, Virginia
2025-04-03 18:52:05,258 - INFO - Skipping already processed county: Clatsop County, Oregon
2025-04-03 18:52:05,259 - INFO - Skipping already processed county: Clay County, Arkansas
2025-04-03 18:52:05,260 - INFO - Skipping already processed county: Clay County, Georgia
2025-04-03 18:52:05,260 - INFO - Skipping already processed county: Clay County, Indiana
2025-04-03 18:52:05,261 - INFO - Skipping already processed county: Clay County, Kansas
2025-04-03 18:52:05,262 - INFO - Skipping already processed county: Clay County, Minnesota
2025-04-03 18:52:05,263 - INFO - Skipping already processed county: Clay County, North Carolina
2025-04-03 18:52:05,263 - INFO - Skipping already processed county: Clay County, Tennessee
2025-04-03 18:52:05,264 - INFO - Skipping already processed county: Clay County, Texas
2025-04-03 18:52:05,265 - INFO - Skipping already processed county: Clay County, West Virginia
2025-04-03 18:52:05,265 - INFO - Skipping already processed county: Clayton County, Georgia
2025-04-03 18:52:05,266 - INFO - Skipping already processed county: Clearfield County, Pennsylvania
2025-04-03 18:52:05,267 - INFO - Skipping already processed county: Clearwater County, Idaho
2025-04-03 18:52:05,267 - INFO - Skipping already processed county: Clearwater County, Minnesota
2025-04-03 18:52:05,268 - INFO - Skipping already processed county: Cleburne County, Arkansas
2025-04-03 18:52:05,268 - INFO - Skipping already processed county: Clermont County, Ohio
2025-04-03 18:52:05,269 - INFO - Skipping already processed county: Cleveland County, Arkansas
2025-04-03 18:52:05,269 - INFO - Skipping already processed county: Cleveland County, North Carolina
2025-04-03 18:52:05,270 - INFO - Skipping already processed county: Clinch County, Georgia
2025-04-03 18:52:05,270 - INFO - Skipping already processed county: Clinton County, Indiana
2025-04-03 18:52:05,271 - INFO - Skipping already processed county: Clinton County, Michigan
2025-04-03 18:52:05,272 - INFO - Skipping already processed county: Clinton County, New York
2025-04-03 18:52:05,272 - INFO - Skipping already processed county: Clinton County, Ohio
2025-04-03 18:52:05,273 - INFO - Skipping already processed county: Clinton County, Pennsylvania
2025-04-03 18:52:05,274 - INFO - Skipping already processed county: Cloud County, Kansas
2025-04-03 18:52:05,275 - INFO - Skipping already processed county: Cobb County, Georgia
